CRN;title;courseNO;coursePrefix;timeEnd;timeStart;capacity;actual;credits;isHonors
22495;Nonverbal Communication;226;CTAC;03:15 pm;02:00 pm;0028;0000;0003;A
22496;Nonverbal Communication;226;CTAC;12:00 am;12:00 am;0028;0028;0003;C
22136;Nonverbal Communication;226;CTAC;12:00 am;12:00 am;0000;0000;0003;C
22497;Nonverbal Communication;226;CTAC;12:00 am;12:00 am;0000;0000;0003;C
23715;Nonverbal Communication;226;CTAC;10:45 am;09:30 am;0025;0001;0003;H
22973;Nonverbal Communication;226;CTAC;12:15 pm;11:00 am;0106;0062;0003;A
23087;Nonverbal Communication;226;CTAC;12:00 am;12:00 am;0000;0000;0003;C
25567;Nonverbal Communication;226;CTAC;10:45 am;09:30 am;0028;0016;0003;A
27412;Nonverbal Communication;226;CTAC;04:45 pm;03:30 pm;0028;0008;0003;A
27453;Nonverbal Communication;226;CTAC;12:00 am;12:00 am;0028;0000;0003;A
22894;Interpersonal Communication;227;CTAC;12:00 am;12:00 am;0000;0000;0003;C
22498;Interpersonal Communication;227;CTAC;10:45 am;09:30 am;0028;0002;0003;A
22499;Interpersonal Communication;227;CTAC;01:45 pm;12:30 pm;0028;0017;0003;A
22500;Interpersonal Communication;227;CTAC;12:15 pm;11:00 am;0028;0015;0003;A
20520;Interpersonal Communication;227;CTAC;01:45 pm;12:30 pm;0028;0016;0003;A
22501;Interpersonal Communication;227;CTAC;12:15 pm;11:00 am;0028;0007;0003;A
22502;Interpersonal Communication;227;CTAC;01:45 pm;12:30 pm;0028;0011;0003;A
20521;Interpersonal Communication;227;CTAC;03:15 pm;02:00 pm;0028;0011;0003;A
22503;Interpersonal Communication;227;CTAC;03:15 pm;02:00 pm;0028;0019;0003;A
22504;Interpersonal Communication;227;CTAC;04:45 pm;03:30 pm;0028;0020;0003;A
22505;Interpersonal Communication;227;CTAC;08:20 pm;05:30 pm;0028;0017;0003;A
26299;Interpersonal Communication;227;CTAC;12:00 am;12:00 am;0028;0004;0003;A
21297;Gender Communication;260;CTAC;10:45 am;09:30 am;0028;0006;0003;A
22506;Gender Communication;260;CTAC;01:45 pm;12:30 pm;0028;0006;0003;A
24726;Gender Communication;260;CTAC;10:45 am;09:30 am;0025;0015;0003;H
22507;Gender Communication;260;CTAC;03:15 pm;02:00 pm;0028;0015;0003;A
22508;Gender Communication;260;CTAC;12:00 am;12:00 am;0000;0000;0003;C
22509;Gender Communication;260;CTAC;04:45 pm;03:30 pm;0028;0014;0003;A
22773;Gender Communication;260;CTAC;10:45 am;09:30 am;0028;0002;0003;A
22774;Gender Communication;260;CTAC;04:45 pm;03:30 pm;0028;0019;0003;A
22975;Gender Communication;260;CTAC;01:45 pm;12:30 pm;0028;0011;0003;A
22976;Gender Communication;260;CTAC;12:15 pm;11:00 am;0028;0006;0003;A
23082;Gender Communication;260;CTAC;12:00 am;12:00 am;0000;0000;0003;C
23119;Gender Communication;260;CTAC;12:15 pm;11:00 am;0028;0012;0003;A
23123;Gender Communication;260;CTAC;12:00 am;12:00 am;0000;0000;0003;C
23223;Gender Communication;260;CTAC;09:15 am;08:00 am;0028;0024;0003;A
26217;Communicating LGBT Community;265;CTAC;12:00 am;12:00 am;0000;0000;0003;C
21298;Intercultural Communication;274;CTAC;01:45 pm;12:30 pm;0028;0009;0003;A
21299;Intercultural Communication;274;CTAC;10:45 am;09:30 am;0028;0000;0003;A
22510;Intercultural Communication;274;CTAC;12:15 pm;11:00 am;0028;0012;0003;A
22511;Intercultural Communication;274;CTAC;03:15 pm;02:00 pm;0028;0010;0003;A
22512;Intercultural Communication;274;CTAC;08:20 pm;05:30 pm;0028;0013;0003;A
22974;Intercultural Communication;274;CTAC;01:45 pm;12:30 pm;0028;0015;0003;A
23225;Intercultural Communication;274;CTAC;12:00 am;12:00 am;0000;0000;0003;C
23806;Inter Racial/Ethnic Comm;275;CTAC;10:45 am;09:30 am;0025;0019;0003;H
27430;Inter Racial/Ethnic Comm;275;CTAC;10:45 am;09:30 am;0028;0018;0003;A
21379;Inter Racial/Ethnic Comm;275;CTAC;03:15 pm;02:00 pm;0028;0014;0003;A
22969;Inter Racial/Ethnic Comm;275;CTAC;12:15 pm;11:00 am;0028;0000;0003;A
23531;Health Communication;310;CTAC;12:00 am;12:00 am;0000;0000;0003;C
27426;Health Communication;310;CTAC;03:15 pm;02:00 pm;0028;0017;0003;A
26300;Health Communication;310;CTAC;12:00 am;12:00 am;0028;0002;0003;A
21342;Communications Ethics;340;CTAC;12:00 am;12:00 am;0000;0000;0003;C
26219;Persuasion;350;CTAC;03:15 pm;02:00 pm;0028;0009;0003;A
26851;Persuasion;350;CTAC;12:00 am;12:00 am;0028;0000;0003;A
23744;Persuasion;350;CTAC;01:45 pm;12:30 pm;0028;0008;0003;A
23266;Persuasion;350;CTAC;12:00 am;12:00 am;0000;0000;0003;C
26301;Persuasion;350;CTAC;12:00 am;12:00 am;0000;0000;0003;C
20522;Organizational Comm;354;CTAC;12:00 am;12:00 am;0000;0000;0003;C
27447;Organizational Comm;354;CTAC;10:45 am;09:30 am;0028;0003;0003;A
22513;Organizational Comm;354;CTAC;01:45 pm;12:30 pm;0028;0000;0003;A
20523;Organizational Comm;354;CTAC;12:15 pm;11:00 am;0028;0000;0003;A
26220;Organizational Comm;354;CTAC;12:00 am;12:00 am;0000;0000;0003;C
20524;Argumentation & Debate;356;CTAC;03:15 pm;02:00 pm;0000;0000;0003;A
27582;Argumentation & Debate;356;CTAC;04:45 pm;03:30 pm;0028;0009;0003;A
22515;Interviewing as Communcation;357;CTAC;12:00 am;12:00 am;0000;0000;0003;C
22516;Small Group Communication;359;CTAC;12:00 am;12:00 am;0000;0000;0003;C
27742;Small Group Communication;359;CTAC;02:00 pm;09:00 am;0028;0028;0003;A
27742;Small Group Communication;359;CTAC;02:00 pm;09:00 am;0028;0028;0003;A
26221;Small Group Communication;359;CTAC;12:15 pm;11:00 am;0028;0000;0003;A
22517;Small Group Communication;359;CTAC;01:45 pm;12:30 pm;0028;0004;0003;A
23053;Small Group Communication;359;CTAC;10:45 am;09:30 am;0028;0001;0003;A
23062;Nonprofit Organizational Comm;370;CTAC;12:00 am;12:00 am;0000;0000;0003;C
27446;Nonprofit Organizational Comm;370;CTAC;10:45 am;09:30 am;0028;0000;0003;A
26222;Family Communication;373;CTAC;10:45 am;09:30 am;0028;0000;0003;A
25621;Personal & Profnl Networking;379;CTAC;03:15 pm;02:00 pm;0028;0001;0003;A
26850;Professional Networking;379;CTAC;12:00 am;12:00 am;0000;0000;0003;C
24658;Co-op Educ in Communication;387L4;CTAC;12:00 am;12:00 am;0005;0005;0001;A
24659;Co-op Educ in Communication;388L4;CTAC;12:00 am;12:00 am;0005;0005;0002;A
24660;Co-op Educ in Communication;389L4;CTAC;12:00 am;12:00 am;0005;0005;0003;A
23226;Directing Secondry Comm&Theatr;407;CTAC;08:20 pm;05:30 pm;0028;0017;0003;A
23745;Public Discourse Analysis;440W;CTAC;12:00 am;12:00 am;0000;0000;0003;C
24474;Public Discourse Analysis;440W;CTAC;12:15 pm;11:00 am;0022;0001;0003;A
27518;Public Discourse Analysis;440W;CTAC;03:15 pm;02:00 pm;0022;0005;0003;A
26302;Public Discourse Analysis;440W;CTAC;12:00 am;12:00 am;0022;0001;0003;A
26223;Thry of Speech Criticism;460;CTAC;12:15 pm;11:00 am;0028;0003;0003;A
22979;Research in Speech Communicati;475W;CTAC;10:45 am;09:30 am;0022;0000;0003;A
26224;Research in Speech Communicati;475W;CTAC;01:45 pm;12:30 pm;0022;0000;0003;A
26447;Research in Speech Communicati;475W;CTAC;12:00 am;12:00 am;0000;0000;0003;C
22157;Research in Speech Communicati;475W;CTAC;03:15 pm;02:00 pm;0022;0011;0003;A
22110;Communication Theory;485W;CTAC;12:15 pm;11:00 am;0022;0000;0003;A
23781;Communication Theory;485W;CTAC;10:45 am;09:30 am;0022;0002;0003;A
26225;Communication Theory;485W;CTAC;10:45 am;09:30 am;0022;0007;0003;A
22414;Communication Theory;485W;CTAC;08:20 pm;05:30 pm;0022;0002;0003;A
22980;Communication Theory;485W;CTAC;12:00 am;12:00 am;0000;0000;0003;C
24655;Internship in Communication;487L4;CTAC;12:00 am;12:00 am;0010;0010;0001;A
24656;Internship in Communication;488L4;CTAC;12:00 am;12:00 am;0010;0010;0002;A
24657;Internship in Communication;489L4;CTAC;12:00 am;12:00 am;0010;0009;0003;A
24475;Communication Capstone;495L2;CTAC;01:45 pm;12:30 pm;0025;0001;0003;A
24476;Communication Capstone;495L2;CTAC;12:15 pm;11:00 am;0025;0000;0003;A
26226;Communication Capstone;495L2;CTAC;12:00 am;12:00 am;0000;0000;0003;C
26303;Communication Capstone;495L2;CTAC;12:00 am;12:00 am;0025;0000;0003;A
27712;Communication Capstone;495L2;CTAC;10:45 am;09:30 am;0025;0004;0003;A
20546;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
26138;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20631;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20632;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20633;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20634;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20635;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0004;0001;A
20636;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20637;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
22519;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
23089;Independent Study;497;CTAC;12:00 am;12:00 am;0000;0000;0001;A
23518;Independent Study;497;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20547;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0003;0002;A
26139;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20638;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20639;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20640;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20641;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20642;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
21245;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
22520;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
22111;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
22670;Independent Study;498;CTAC;12:00 am;12:00 am;0005;0005;0002;A
23519;Independent Study;498;CTAC;12:00 am;12:00 am;0000;0000;0002;A
20548;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
26122;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0002;0003;A
20645;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20647;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20648;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20649;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20650;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20651;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20652;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
22112;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
22671;Independent Study;499;CTAC;12:00 am;12:00 am;0005;0005;0003;A
23520;Independent Study;499;CTAC;12:00 am;12:00 am;0000;0000;0003;A
26714;Assertive Skills for Professls;505;CTAC;05:30 pm;09:00 am;0020;0019;0002;A
26714;Assertive Skills for Professls;505;CTAC;05:30 pm;09:00 am;0020;0019;0002;A
26714;Assertive Skills for Professls;505;CTAC;09:00 pm;05:00 pm;0020;0019;0002;A
26714;Assertive Skills for Professls;505;CTAC;09:00 pm;05:00 pm;0020;0019;0002;A
26698;Conflict Resolution Skills;512;CTAC;05:30 pm;09:00 am;0020;0018;0002;A
26698;Conflict Resolution Skills;512;CTAC;05:30 pm;09:00 am;0020;0018;0002;A
26698;Conflict Resolution Skills;512;CTAC;09:00 pm;05:00 pm;0020;0018;0002;A
26698;Conflict Resolution Skills;512;CTAC;09:00 pm;05:00 pm;0020;0018;0002;A
26227;Theories of Persuasion;640;CTAC;12:00 am;12:00 am;0000;0000;0003;C
26304;Communicating Culture&Race;647;CTAC;12:00 am;12:00 am;0025;0010;0003;A
23847;Teaching College Speech;670;CTAC;04:45 pm;03:30 pm;0025;0025;0001;A
23335;Communication Research;677;CTAC;08:20 pm;05:30 pm;0025;0008;0003;A
24479;Communication Theory;678;CTAC;08:20 pm;05:30 pm;0025;0012;0003;A
20549;Co-op Educ in Communication;686;CTAC;12:00 am;12:00 am;0010;0010;0001;A
20854;Co-op Educ in Communication;687;CTAC;12:00 am;12:00 am;0010;0010;0002;A
20550;Co-op Educ in Communication;688;CTAC;12:00 am;12:00 am;0010;0010;0003;A
20552;Project;690;CTAC;12:00 am;12:00 am;0010;0010;0001;A
20553;Thesis;690;CTAC;12:00 am;12:00 am;0010;0010;0001;A
20551;Exam;690;CTAC;12:00 am;12:00 am;0010;0010;0001;A
20556;Thesis;691;CTAC;12:00 am;12:00 am;0010;0010;0002;A
20554;Project;691;CTAC;12:00 am;12:00 am;0010;0010;0002;A
20558;Thesis;692;CTAC;12:00 am;12:00 am;0010;0008;0003;A
24015;Thesis;692;CTAC;12:00 am;12:00 am;0010;0010;0003;A
20557;Project;692;CTAC;12:00 am;12:00 am;0010;0010;0003;A
20559;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
26228;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20653;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20657;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20658;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20659;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20660;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
20661;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
22521;Independent Study;697;CTAC;12:00 am;12:00 am;0000;0000;0001;A
22522;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
23196;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
22113;Independent Study;697;CTAC;12:00 am;12:00 am;0005;0005;0001;A
26229;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20665;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20667;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20669;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20670;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20673;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
20677;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
22523;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
22524;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
23197;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
22114;Independent Study;698;CTAC;12:00 am;12:00 am;0005;0005;0002;A
22672;Independent Study;698;CTAC;12:00 am;12:00 am;0000;0000;0002;A
20560;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
26230;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20679;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20680;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20681;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0003;0003;A
20682;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20683;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20684;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
20685;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
21300;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
22115;Independent Study;699;CTAC;12:00 am;12:00 am;0005;0005;0003;A
23086;Independent Study;699;CTAC;12:00 am;12:00 am;0000;0000;0003;A
23031;Voice Development;102;CTAO;12:00 am;12:00 am;0005;0005;0001;A
23032;Voice Development;202;CTAO;12:00 am;12:00 am;0005;0005;0001;A
22898;Voice & Articulation;205;CTAO;10:45 am;09:30 am;0022;0015;0003;A
20561;Interpretative Reading;210;CTAO;10:45 am;09:30 am;0022;0009;0003;A
20562;Interpretative Reading;210;CTAO;12:15 pm;11:00 am;0022;0006;0003;A
23198;Interpretative Reading;210;CTAO;03:15 pm;02:00 pm;0022;0006;0003;A
23033;Voice Development;302;CTAO;12:00 am;12:00 am;0005;0004;0001;A
26232;Interpretation Drama;314;CTAO;03:15 pm;02:00 pm;0020;0014;0003;A
23034;Voice Development;402;CTAO;12:00 am;12:00 am;0005;0005;0001;A
26233;Studies in Performing Drama;514;CTAO;03:15 pm;02:00 pm;0020;0016;0003;A
26234;Seminar in Interpretatn;695;CTAO;08:20 pm;05:30 pm;0025;0020;0003;A
26235;Applied Voice for Musc Theatre;115;CTAR;12:00 am;12:00 am;0000;0000;0001;C
22928;Script Analys for Theatre Art;140;CTAR;03:15 pm;02:00 pm;0022;0005;0003;A
24484;Introduction Theatre;150L3;CTAR;12:15 pm;11:00 am;0050;0033;0003;A
24485;Introduction Theatre;150L3;CTAR;01:45 pm;12:30 pm;0050;0026;0003;A
24486;Introduction Theatre;150L3;CTAR;12:00 am;12:00 am;0050;0050;0003;C
24487;Introduction Theatre;150L3;CTAR;03:15 pm;02:00 pm;0050;0033;0003;A
26236;African-American Thtr:An Intr;151;CTAR;03:15 pm;02:00 pm;0030;0021;0003;A
20563;Producing Theatre;155;CTAR;03:15 pm;02:00 pm;0025;0010;0003;A
23756;Fundamentals of Acting;158;CTAR;12:00 am;12:00 am;0000;0000;0003;C
27494;Fundamentals of Acting;158;CTAR;03:15 pm;02:00 pm;0022;0007;0003;A
20564;Fundamentals of Acting;158;CTAR;12:15 pm;11:00 am;0022;0007;0003;A
20565;Fundamentals of Acting;158;CTAR;01:45 pm;12:30 pm;0022;0004;0003;A
20566;Fundamentals of Acting;158;CTAR;01:45 pm;12:30 pm;0022;0006;0003;A
21280;Fundamentals of Acting;158;CTAR;04:45 pm;03:30 pm;0022;0019;0003;A
23754;Fundamentals of Acting;158;CTAR;10:45 am;09:30 am;0022;0013;0003;A
21514;Fundamentals of Acting;158;CTAR;04:45 pm;03:30 pm;0022;0009;0003;A
21598;Fundamentals of Acting;158;CTAR;10:45 am;09:30 am;0022;0006;0003;A
22900;Fundamentals of Acting;158;CTAR;12:15 pm;11:00 am;0022;0000;0003;A
23019;Fundamentals of Acting;158;CTAR;03:15 pm;02:00 pm;0022;0015;0003;A
22518;Drama & Play in Human Expernce;222;CTAR;04:45 pm;03:30 pm;0025;0000;0003;A
26385;Drama & Play in Human Expernce;222;CTAR;12:00 am;12:00 am;0000;0000;0003;C
27497;Drama & Play in Human Expernce;222;CTAR;12:00 am;12:00 am;0000;0000;0003;C
27508;Drama & Play in Human Expernce;222;CTAR;12:00 am;12:00 am;0000;0000;0003;C
27509;Drama & Play in Human Expernce;222;CTAR;04:45 pm;03:30 pm;0025;0000;0003;A
27510;Drama & Play in Human Expernce;222;CTAR;12:00 am;12:00 am;0000;0000;0003;C
27511;Drama & Play in Human Expernce;222;CTAR;12:15 pm;11:00 am;0025;0000;0003;A
27515;Drama & Play in Human Expernce;222;CTAR;04:45 pm;03:30 pm;0025;0000;0003;A
27516;Drama & Play in Human Expernce;222;CTAR;12:15 pm;11:00 am;0025;0000;0003;A
20567;Drama & Play in Human Expernce;222;CTAR;12:00 am;12:00 am;0000;0000;0003;C
22459;Drama & Play in Human Expernce;222;CTAR;08:20 pm;05:30 pm;0025;0000;0003;A
20568;Drama & Play in Human Expernce;222;CTAR;12:00 am;12:00 am;0000;0000;0003;C
24489;Drama & Play in Human Expernce;222;CTAR;09:15 am;08:00 am;0025;0000;0003;A
22156;Drama & Play in Human Expernce;222;CTAR;12:00 am;12:00 am;0000;0000;0003;C
22124;Drama & Play in Human Expernce;222;CTAR;12:15 pm;11:00 am;0025;0000;0003;A
23094;Drama & Play in Human Expernce;222;CTAR;03:15 pm;02:00 pm;0025;0000;0003;H
23696;Movement for Actors;258;CTAR;04:45 pm;03:30 pm;0025;0013;0003;A
27498;Integrated Arts;300;CTAR;12:00 am;12:00 am;0000;0000;0003;C
27514;Integrated Arts;300;CTAR;03:15 pm;02:00 pm;0022;0001;0003;A
23228;Integrated Arts;300;CTAR;12:00 am;12:00 am;0000;0000;0003;C
22901;Integrated Arts;300;CTAR;01:45 pm;12:30 pm;0022;0003;0003;A
23020;Integrated Arts;300;CTAR;10:45 am;09:30 am;0022;0001;0003;A
24490;Integrated Arts;300;CTAR;01:45 pm;12:30 pm;0022;0002;0003;A
26241;Contempo Issues in Arts Mgmt;313;CTAR;08:20 pm;05:30 pm;0025;0016;0003;A
21282;Theatre for Children;322;CTAR;10:45 am;09:30 am;0025;0009;0003;A
25642;Improvising & Role Play;323;CTAR;12:15 pm;11:00 am;0025;0014;0003;A
20789;Oral Interp of Chldren's Liter;324;CTAR;12:00 am;12:00 am;0025;0025;0003;C
21201;Performing Theatre for Young;329;CTAR;03:00 pm;09:00 am;0005;0003;0003;A
21034;Play Direction;355;CTAR;01:45 pm;12:30 pm;0020;0019;0003;A
23686;Audition;370;CTAR;01:45 pm;12:30 pm;0020;0000;0003;A
26244;Playwriting II;379;CTAR;08:20 pm;05:30 pm;0022;0017;0003;A
26246;Data Literacy in the Arts;379;CTAR;12:00 am;12:00 am;0000;0000;0003;C
24649;Co-op Educ in Arts Management;387L4;CTAR;12:00 am;12:00 am;0010;0010;0001;A
24650;Co-op Educ in Arts Management;388L4;CTAR;12:00 am;12:00 am;0010;0010;0002;A
24651;Co-op Educ in Arts Management;389L4;CTAR;12:00 am;12:00 am;0010;0010;0003;A
22383;Musical Theatre Styles;421;CTAR;01:45 pm;12:30 pm;0020;0010;0002;A
22383;Musical Theatre Styles;421;CTAR;01:45 pm;12:30 pm;0020;0010;0002;A
26254;Fund Raising in the Arts;426;CTAR;03:40 pm;02:00 pm;0022;0013;0002;A
20578;Hist of Theatre 1642-Prs;451;CTAR;12:15 pm;11:00 am;0025;0001;0003;A
21871;Dramaturgy;455W;CTAR;03:15 pm;02:00 pm;0022;0007;0003;A
26257;The American Musical Stage;463;CTAR;06:20 pm;03:30 pm;0022;0014;0003;A
26259;Style for the Actor;464;CTAR;12:15 pm;11:00 am;0020;0002;0003;A
25569;Applied Theatre;479;CTAR;08:20 pm;05:30 pm;0022;0020;0003;A
24652;Internship in Arts Management;487L4;CTAR;12:00 am;12:00 am;0010;0010;0001;A
24653;Internship in Arts Management;488L4;CTAR;12:00 am;12:00 am;0010;0010;0002;A
24654;Internship in Arts Management;489L4;CTAR;12:00 am;12:00 am;0010;0010;0003;A
20579;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20698;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20703;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20707;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0004;0001;A
20712;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20718;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20723;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20728;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20738;Independent Study;497;CTAR;12:00 am;12:00 am;0000;0000;0001;A
21516;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0004;0001;A
21517;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0004;0001;A
21612;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
22358;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
22359;Independent Study;497;CTAR;12:00 am;12:00 am;0005;0005;0001;A
20580;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0004;0002;A
20697;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
20704;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
22360;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
20713;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
23533;Independent Study;498;CTAR;12:00 am;12:00 am;0000;0000;0002;A
20724;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
20729;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
20733;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
20987;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
21518;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
21613;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
22116;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
22361;Independent Study;498;CTAR;12:00 am;12:00 am;0005;0005;0002;A
20581;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
23534;Independent Study;499;CTAR;12:00 am;12:00 am;0000;0000;0003;A
20699;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
20708;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
22461;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
20719;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
20730;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
20734;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
20739;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
21519;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
21520;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
21614;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
22362;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
20714;Independent Study;499;CTAR;12:00 am;12:00 am;0005;0005;0003;A
26248;Contempo Issues Arts Admin;513;CTAR;08:20 pm;05:30 pm;0025;0022;0003;A
26256;Applied Theatre;522;CTAR;08:20 pm;05:30 pm;0022;0018;0003;A
26255;Fund Raising in the Arts;526;CTAR;03:40 pm;02:00 pm;0022;0019;0002;A
21202;Producing Theatre for Young;529;CTAR;03:00 pm;09:00 am;0005;0004;0003;A
21783;Dramaturgy;530;CTAR;03:15 pm;02:00 pm;0022;0022;0003;A
23427;Crit Stds in Theatre Hist II;545;CTAR;12:15 pm;11:00 am;0025;0024;0003;A
23687;Audition Techq for the Actor;557;CTAR;01:45 pm;12:30 pm;0020;0020;0002;A
26260;Acting Styles;559;CTAR;12:15 pm;11:00 am;0020;0020;0003;A
26258;The American Musical Stage;563;CTAR;06:20 pm;03:30 pm;0022;0022;0003;A
22384;Musical Theatre Styles;591;CTAR;01:45 pm;12:30 pm;0020;0020;0002;A
22384;Musical Theatre Styles;591;CTAR;01:45 pm;12:30 pm;0020;0020;0002;A
26245;Playwriting II;592;CTAR;08:20 pm;05:30 pm;0022;0021;0003;A
26247;Data Literacy in the Arts;592;CTAR;12:00 am;12:00 am;0000;0000;0003;C
26035;Improvisation;657;CTAR;12:15 pm;11:00 am;0025;0024;0003;A
